Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Progress,Value
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zerain,%,Zerain,113.64,113.64
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zerain,%,Zerain,100.16,99.84
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zerain,%,Zerain,119.3,119.3
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zerain,%,Zerain,143.99,56.01
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zerain,%,Zerain,151.29,48.71
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zerain,%,Zerain,105.55,105.55
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zerain,%,Zerain,141.67,141.67
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,121.17,121.17
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,103.29,103.29
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,105.51,105.51
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,103.51,96.49
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,100.11,100.11
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,106.04,106.04
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,100.06,99.94
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,108.43,108.43
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,100.27,100.27
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,102.83,102.83
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,113.89,113.89
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,100.13,99.87
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,111.37,88.63
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zestoa,%,Zestoa,102.38,102.38
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,121.3,78.7
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,104.39,104.39
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,111.62,111.62
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,118.55,81.45
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,122.96,77.04
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,106.07,106.07
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,111.94,88.06
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,106.6,93.4
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,116.01,83.99
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,107.1,92.9
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,104.31,95.69
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,104.25,104.25
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,107.4,92.6
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zierbena,%,Zierbena,112.41,87.59
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,102.29,102.29
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,108.49,91.51
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,109.53,90.47
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,114.11,85.89
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,110.72,89.28
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,116.5,83.5
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,106.93,93.07
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,112.83,87.17
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,109.05,90.95
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,116.2,83.8
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,111.41,88.59
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,117.07,82.93
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,126.29,73.71
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zigoitia,%,Zigoitia,100.58,100.58
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,100.75,100.75
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,117.7,117.7
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,112.74,112.74
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,104.29,95.71
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,160.29,160.29
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,141.0,59.0
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,103.62,96.38
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,153.47,46.53
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,104.49,104.49
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,125.31,74.69
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,120.28,79.72
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,116.59,116.59
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,121.75,121.75
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ziortza-Bolibar,%,Ziortza-Bolibar,102.99,97.01
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,105.55,94.45
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,106.45,106.45
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,100.74,99.26
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,101.0,101.0
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,100.3,100.3
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,102.09,102.09
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,110.41,89.59
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,113.81,86.19
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,107.7,107.7
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,104.03,104.03
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,119.75,80.25
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,100.07,100.07
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,101.0,99.0
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zizurkil,%,Zizurkil,113.97,86.03
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,100.89,99.11
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,110.87,110.87
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,107.72,92.28
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,126.85,73.15
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,108.14,91.86
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,141.74,58.26
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,114.49,85.51
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,150.55,150.55
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,125.34,74.66
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,103.76,96.24
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,126.68,126.68
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,128.61,128.61
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,115.5,84.5
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zuia,%,Zuia,103.59,103.59
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,112.59,87.41
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,114.38,85.62
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,105.85,105.85
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,124.31,75.69
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,102.24,97.76
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,105.93,94.07
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,110.65,110.65
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,106.31,93.69
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,105.44,94.56
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,102.45,97.55
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,116.3,83.7
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,103.89,96.11
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,105.44,94.56
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumaia,%,Zumaia,101.47,98.53
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,108.36,108.36
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,106.49,93.51
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,101.11,98.89
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,109.53,90.47
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,106.05,93.95
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,110.04,110.04
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,110.51,110.51
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,102.45,102.45
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,109.05,90.95
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,104.15,104.15
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,100.73,99.27
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,107.46,107.46
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,118.32,118.32
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Zumarraga,%,Zumarraga,137.89,137.89
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),113.08,86.92
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),101.69,101.69
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),108.96,108.96
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),125.55,125.55
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),114.52,114.52
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),100.87,100.87
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),113.8,86.2
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),122.89,122.89
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),114.9,85.1
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),107.47,92.53
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),108.26,91.74
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),108.94,91.06
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),103.65,96.35
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Añana (comarca),,%,Añana (comarca),104.78,95.22
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,102.92,102.92
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,105.73,94.27
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,102.94,102.94
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,107.95,92.05
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,102.24,97.76
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,113.03,86.97
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,114.38,85.62
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,110.76,110.76
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,101.1,98.9
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,111.69,111.69
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,102.97,97.03
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,119.71,80.29
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,100.92,100.92
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,105.37,105.37
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,103.04,103.04
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,101.49,101.49
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,105.69,94.31
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,102.08,97.92
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,101.02,98.98
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,102.87,97.13
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,101.03,98.97
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,100.45,100.45
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,106.09,93.91
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,103.78,96.22
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,111.48,88.52
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,105.8,94.2
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,109.53,109.53
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,102.28,102.28
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,103.8,96.2
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,101.68,101.68
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,101.53,101.53
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,107.8,92.2
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,103.02,103.02
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,100.39,99.61
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,105.31,94.69
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,124.91,75.09
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,120.16,79.84
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,100.72,99.28
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,101.18,98.82
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,102.97,97.03
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,102.39,102.39
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,104.49,104.49
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,100.43,99.57
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,100.19,100.19
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,112.01,87.99
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,104.14,95.86
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,102.52,97.48
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,105.35,105.35
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,136.26,136.26
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,114.5,85.5
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,107.79,92.21
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,108.43,91.57
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,117.06,117.06
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,134.25,134.25
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,114.46,114.46
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,104.9,104.9
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,100.65,99.35
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,103.83,103.83
