Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value,Progress
2011,EU_XPD_LOCALGBPC,,,ES20070,PT,ES20070,91.96,108.04
2012,EU_XPD_LOCALGBPC,,,ES20070,PT,ES20070,104.17,104.17
2022,EU_XPD_LOCALGBPC,,,ES20070,PT,ES20070,98.63,101.37
2015,EU_XPD_LOCALGBPC,,,ES20070,PT,ES20070,104.61,104.61
2019,EU_XPD_LOCALGBPC,,,ES20070,PT,ES20070,151.14,151.14
2020,EU_XPD_LOCALGBPC,,,ES20070,PT,ES20070,74.45,125.55
2023,EU_XPD_LOCALGBPC,,,ES20070,PT,ES20070,80.92,119.08
2012,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,86.32,113.68
2016,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,95.21,104.79
2014,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,105.51,105.51
2022,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,85.72,114.28
2010,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,141.31,141.31
2011,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,112,112.0
2013,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,109.74,109.74
2015,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,96.21,103.79
2017,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,93.01,106.99
2019,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,101.51,101.51
2021,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,83.81,116.19
2023,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,93.26,106.74
2018,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,102.14,102.14
2020,EU_XPD_LOCALGBPC,,,ES48084,PT,ES48084,85.63,114.37
2013,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,116.79,116.79
2023,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,119.93,119.93
2021,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,95.3,104.7
2019,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,101.67,101.67
2015,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,96.21,103.79
2020,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,90.19,109.81
2016,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,94.11,105.89
2010,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,136.73,136.73
2022,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,110.23,110.23
2012,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,103.33,103.33
2018,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,93.21,106.79
2014,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,122.19,122.19
2017,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,85.14,114.86
2011,EU_XPD_LOCALGBPC,,,ES48904,PT,ES48904,107.15,107.15
2013,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,115.83,115.83
2018,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,87.19,112.81
2016,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,84.73,115.27
2010,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,84.02,115.98
2022,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,109.61,109.61
2012,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,88.13,111.87
2020,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,91.67,108.33
2011,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,105.93,105.93
2015,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,100.5,100.5
2017,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,97.23,102.77
2019,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,101.83,101.83
2021,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,110.66,110.66
2023,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,122.36,122.36
2014,EU_XPD_LOCALGBPC,,,ES48085,PT,ES48085,110.79,110.79
2012,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,95.45,104.55
2010,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,107.81,107.81
2020,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,85.93,114.07
2018,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,97.57,102.43
2014,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,99.04,100.96
2011,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,93.2,106.8
2013,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,98.27,101.73
2015,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,115.48,115.48
2017,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,99.89,100.11
2019,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,88.62,111.38
2021,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,125.9,125.9
2023,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,95.06,104.94
2022,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,110.35,110.35
2016,EU_XPD_LOCALGBPC,,,ES48086,PT,ES48086,95.97,104.03
2014,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,99.03,100.97
2017,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,101.23,101.23
2013,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,108.1,108.1
2021,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,103.42,103.42
2022,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,101.74,101.74
2010,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,147.18,147.18
2018,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,94.13,105.87
2011,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,108.21,108.21
2012,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,104.48,104.48
2015,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,102.92,102.92
2016,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,97.08,102.92
2019,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,115.6,115.6
2020,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,100.05,100.05
2023,EU_XPD_LOCALGBPC,,,ES20065,PT,ES20065,131.56,131.56
2010,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,133.11,133.11
2012,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,134.91,134.91
2020,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,97.58,102.42
2018,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,59.38,140.62
2014,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,88.77,111.23
2016,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,89.88,110.12
2011,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,134.52,134.52
2013,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,106.98,106.98
2015,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,83.22,116.78
2017,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,93.7,106.3
2019,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,77.61,122.39
2021,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,122.1,122.1
2023,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,103.82,103.82
2022,EU_XPD_LOCALGBPC,,,ES48076,PT,ES48076,74.55,125.45
2023,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,95.63,104.37
2019,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,97.68,102.32
2020,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,84.36,115.64
2010,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,131.37,131.37
2016,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,103.25,103.25
2013,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,89.34,110.66
2014,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,102.53,102.53
2017,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,97.96,102.04
2018,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,95.83,104.17
2021,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,95.68,104.32
2022,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,87.07,112.93
2015,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,100.43,100.43
2012,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,98.3,101.7
2011,EU_XPD_LOCALGBPC,,,ES20071,PT,ES20071,134.07,134.07
2013,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,74.14,125.86
2018,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,128.96,128.96
2014,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,91.97,108.03
2010,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,231.54,231.54
2012,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,107.66,107.66
2016,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,104.92,104.92
2011,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,99.62,100.38
2015,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,84.42,115.58
2017,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,112.78,112.78
2019,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,100.73,100.73
2021,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,106.03,106.03
2023,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,61.71,138.29
2022,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,81.76,118.24
2020,EU_XPD_LOCALGBPC,,,ES48087,PT,ES48087,87.28,112.72
2016,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,129.77,129.77
2014,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,104.4,104.4
2012,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,126.31,126.31
2022,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,134.67,134.67
2010,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,73.03,126.97
2011,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,59.75,140.25
2013,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,89.47,110.53
2015,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,90.01,109.99
2017,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,140.01,140.01
2019,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,137.82,137.82
2021,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,91.69,108.31
2023,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,162.76,162.76
2018,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,115.94,115.94
2020,EU_XPD_LOCALGBPC,,,ES48088,PT,ES48088,76.22,123.78
2016,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,98.55,101.45
2018,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,94.06,105.94
2020,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,88.42,111.58
2010,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,98.38,101.62
2012,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,100.12,100.12
2022,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,101.07,101.07
2011,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,93.02,106.98
2013,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,116.61,116.61
2015,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,92.6,107.4
2017,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,100.5,100.5
2019,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,95.46,104.54
2021,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,100.34,100.34
2023,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,117.03,117.03
2014,EU_XPD_LOCALGBPC,,,ES48065,PT,ES48065,86.96,113.04
2018,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,51.55,148.45
2010,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,94.93,105.07
2014,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,117.77,117.77
2012,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,58.73,141.27
2020,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,183.82,183.82
2011,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,51.31,148.69
2013,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,112.57,112.57
2015,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,115.42,115.42
2017,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,71.87,128.13
2019,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,142.22,142.22
2021,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,141.13,141.13
2023,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,128.65,128.65
2016,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,85.19,114.81
2022,EU_XPD_LOCALGBPC,,,ES48089,PT,ES48089,140.2,140.2
2016,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,112.37,112.37
2018,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,106.28,106.28
2022,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,106.08,106.08
2014,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,90.46,109.54
2010,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,92.77,107.23
2012,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,100.03,100.03
2020,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,97.92,102.08
2011,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,114.55,114.55
2013,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,115.18,115.18
2015,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,105.96,105.96
2017,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,111.88,111.88
2019,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,115.55,115.55
2021,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,109.82,109.82
2023,EU_XPD_LOCALGBPC,,,ES48074,PT,ES48074,106.92,106.92
2014,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,96.19,103.81
2018,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,87.89,112.11
2011,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,60.18,139.82
2012,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,124.74,124.74
2016,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,121.68,121.68
2020,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,123.24,123.24
2015,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,94.18,105.82
2013,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,97.6,102.4
2017,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,96.6,103.4
2023,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,112.03,112.03
2021,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,103.49,103.49
2022,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,126.04,126.04
2019,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,80.66,119.34
2010,EU_XPD_LOCALGBPC,,,ES01054,PT,ES01054,134.39,134.39
2016,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,92.84,107.16
2018,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,101.06,101.06
2022,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,93.23,106.77
2017,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,97.95,102.05
2019,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,102.85,102.85
2013,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,98.6,101.4
2015,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,99.94,100.06
2011,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,107.84,107.84
2021,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,135.98,135.98
2014,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,98.11,101.89
2023,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,100.56,100.56
2020,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,117.54,117.54
2010,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,96.64,103.36
2012,EU_XPD_LOCALGBPC,,,ES20072,PT,ES20072,85.53,114.47
2010,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,126.6,126.6
2015,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,97.68,102.32
2023,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,96.97,103.03
2018,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,103.11,103.11
2011,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,97.5,102.5
2019,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,98.81,101.19
2014,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,100.27,100.27
2022,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,93.35,106.65
2012,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,94.75,105.25
2013,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,99.54,100.46
2016,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,90.43,109.57
2017,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,95.62,104.38
2020,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,93.69,106.31
2021,EU_XPD_LOCALGBPC,,,ES20077,PT,ES20077,111.34,111.34
2019,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,93.34,106.66
2011,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,94.81,105.19
2022,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,99.55,100.45
2013,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,98.75,101.25
2021,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,85.89,114.11
2020,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,97.74,102.26
2012,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,85.89,114.11
2016,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,91.53,108.47
2017,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,92.89,107.11
2010,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,93.97,106.03
2018,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,91.45,108.55
2015,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,91.75,108.25
2023,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,102.22,102.22
2014,EU_XPD_LOCALGBPC,,,ES20073,PT,ES20073,95.04,104.96
2013,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,102.11,102.11
2014,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,84.39,115.61
2016,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,71.1,128.9
2017,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,112.37,112.37
2021,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,99.19,100.81
2023,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,127.07,127.07
2012,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,112.17,112.17
2020,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,106.57,106.57
2010,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,156.87,156.87
2022,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,95.09,104.91
2011,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,111.2,111.2
2019,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,99.03,100.97
2018,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,108.89,108.89
2015,EU_XPD_LOCALGBPC,,,ES01055,PT,ES01055,126.37,126.37
2019,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,118.37,118.37
2015,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,104.99,104.99
2011,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,116.71,116.71
2013,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,114.78,114.78
2017,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,116.07,116.07
2010,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,109.59,109.59
2012,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,95.84,104.16
2014,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,115.47,115.47
2016,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,99.47,100.53
2018,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,100.17,100.17
2020,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,101.07,101.07
2022,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,94.81,105.19
2021,EU_XPD_LOCALGBPC,,,ES48080,PT,ES48080,100.15,100.15
2019,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,105.71,105.71
2022,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,94.77,105.23
2015,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,90.04,109.96
2018,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,93.61,106.39
2014,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,105.71,105.71
2011,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,96.65,103.35
2023,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,109.24,109.24
2010,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,123.19,123.19
2012,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,93.53,106.47
2020,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,88.76,111.24
2013,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,106.26,106.26
2016,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,103.6,103.6
2017,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,96.27,103.73
2021,EU_XPD_LOCALGBPC,,,ES20075,PT,ES20075,97.13,102.87
2012,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,38.27,161.73
2013,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,46.62,153.38
2017,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,48.82,151.18
2020,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,111.97,111.97
2021,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,114.59,114.59
2016,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,28.93,171.07
2010,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,25.99,174.01
2022,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,369.72,369.72
2014,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,54.54,145.46
2018,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,37.54,162.46
2011,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,35.94,164.06
2015,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,24.07,175.93
2019,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,54.88,145.12
2023,EU_XPD_LOCALGBPC,,,ES01057,PT,ES01057,146.59,146.59
2013,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,97.39,102.61
2021,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,101.09,101.09
2023,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,102.92,102.92
2012,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,73.84,126.16
2017,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,95.02,104.98
2018,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,96.29,103.71
2020,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,92.71,107.29
2010,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,101.88,101.88
2014,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,101.76,101.76
2022,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,104.85,104.85
2011,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,79.02,120.98
2015,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,104.96,104.96
2019,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,99.88,100.12
2016,EU_XPD_LOCALGBPC,,,ES01059,PT,ES01059,99.43,100.57
2020,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,74.55,125.45
2017,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,95.08,104.92
2023,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,112.04,112.04
2012,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,272.45,272.45
2013,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,175.66,175.66
2021,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,78.9,121.1
2010,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,235.59,235.59
2016,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,87.71,112.29
2018,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,19.73,180.26999999999998
2014,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,93.88,106.12
2011,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,462.91,462.91
2022,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,92.37,107.63
2015,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,101.12,101.12
2019,EU_XPD_LOCALGBPC,,,ES01060,PT,ES01060,25.97,174.03
2012,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,107.64,107.64
2018,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,96.21,103.79
2022,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,102.27,102.27
2020,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,88.96,111.04
2016,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,112.53,112.53
2011,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,104.66,104.66
2015,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,110.56,110.56
2017,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,100.95,100.95
2019,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,63.2,136.8
2021,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,101.24,101.24
2023,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,121.07,121.07
2013,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,128.07,128.07
2010,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,99.67,100.33
2014,EU_XPD_LOCALGBPC,,,ES48095,PT,ES48095,85.81,114.19
2020,EU_XPD_LOCALGBPC,,,ES20078,PT,ES20078,138.22,138.22
2012,EU_XPD_LOCALGBPC,,,ES20078,PT,ES20078,113.85,113.85
2013,EU_XPD_LOCALGBPC,,,ES20078,PT,ES20078,99.94,100.06
2017,EU_XPD_LOCALGBPC,,,ES20078,PT,ES20078,86.48,113.52
